競馬場コード,競馬場,国名,レース日付,レース名,レース格,レース他,レース名省略,出走条件（性別）,馬場の種類,馬場の種類（英愛）,出走条件（クラス）,出走条件（他）,出走条件（年齢）,距離,コース形態,コース詳細,馬場状態,障害数,障害レース確認,着賞金,並び順位,確定順位,異常区分,同着,着変更,ゲート番号,着差1,着差2,馬名,生産国,オッズ,馬齢,斤量,斤量特記1,斤量特記2,補助馬具,調教師,騎手,毛色,性別,父名,母名,母父名,出走頭数,優勝馬タイム,優勝馬オーナー,優勝馬生産者,コメント
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,9,9,,,,5,nk,7¼,Blizzard Quest,SAF,40/1,2,,,,,Sean Tarry,Craig Zackey,b,g,,,Western Winter,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,10,10,,,,1,hd,7½,Soldier Boy,SAF,125/10,2,,,,,Michael D Miller,T Godden,b,g,,,Count Dubois,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,11,11,,,,8,1½,9,Charming Cheetah,SAF,25/1,2,,,,,Robyn Klaasen,K Matsunyane,b,g,,,Judpot,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,12,12,,,,6,1,10,World Of Royalty,SAF,40/1,2,,,,,Nathan Kotzen,C Little,b,c,,,Pathfork,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,13,13,,,,9,½,10½,Blackjack Randall,SAF,125/1,2,,,,,Michael D Miller,Mathew Thackeray,gr,g,,,Crusade,14,,,,
451,Greyville (SAF),,2025/07/27,World Pool Moment Of The Day Champion Stakes (Grade 1) (2yo) (Turf),Grade 1,'2yo',World Pool Moment Of The Day Champion Stakes,,Turf,,,,2yo,1m,,,Good To Soft,,,,14,14,,,,11,13,23½,Ziyan's Pride,SAF,125/1,2,,,,,M J Odendaal,R Danielson,b,c,,,Global One,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,1,1,,,,9,,,Buffalo Storm Cody,SAF,7/1,3,,,,,Tony Peter,Gavin Lerena,b,g,,,Trippi,14,1m 10.72s,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,2,2,,,,13,1½,,Tenango,SAF,9/4F,4,,,,,Candice Bass-Robinson,A Domeyer,b,c,,,Trippi,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,3,3,,,,11,shd,1½,Asiye Phambili,SAF,14/1,5,,,,,Duncan Howells,K De Melo,b,m,,,Rambo Dancer,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,4,4,,,,10,nse,1¾,Cats Pajamas,SAF,66/1,3,,,,,Frank Robinson,P Strydom,b,g,,,Var,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,5,5,,,,12,nk,2,Cafe Culture,SAF,16/1,5,,,,,Lucinda Woodruff,Serino Moodley,b,g,,,Dynasty,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,6,6,,,,8,1,3,William Robertson,SAF,33/1,6,,,,,Corne Spies,K Matsunyane,b,g,,,Trippi,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,7,7,,,,14,hd,3¼,Surjay,SAF,50/1,6,,,,,James Crawford,Luyolo Mxothwa,b,g,,,Badger Land,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,8,8,,,,4,½,3¾,I Am Giant,SAF,10/1,5,,,,,Stuart Ferrie,S Veale,b,g,,,Var,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,9,9,,,,6,nse,3¾,Questioning,SAF,6/1,4,,,,,Vaughan Marshall,Juan Paul V'D Merwe,b,g,,,Captain Al,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,10,10,,,,3,nk,4,Whistle The Tune,SAF,50/1,3,,,,,Candice Dawson,Calvin Habib,b,f,,,Vercingetorix,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,11,11,,,,1,hd,4¼,Mia Moo,SAF,11/2,4,,,,,Sean Tarry,Callan Murray,ch,f,,,Captain Al,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,12,12,,,,2,2,6¼,Mrs Browning,SAF,14/1,5,,,,,Sean Tarry,R Fourie,b,m,,,Galileo,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,13,13,,,,5,1,7¼,Minogue,SAF,66/1,4,,,,,Candice Dawson,Craig Zackey,ch,f,,,Go Deputy,14,,,,
451,Greyville (SAF),,2025/07/27,Mercury Sprint (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',Mercury Sprint,,Turf,,,,2yo+,6f,,,Good To Soft,,,,14,14,,,,7,1¼,8½,Just Be Lekker,SAF,66/1,4,,,,,Candice Dawson,S'manga Khumalo,b,f,,,Judpot,14,,,,
451,Greyville (SAF),,2025/07/27,HKJC Champions Cup (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',HKJC Champions Cup,,Turf,,,,2yo+,1m1f,,,Good To Soft,,,,1,1,,,,2,,,Gladatorian,SAF,8/1,5,,,,,Stuart Ferrie,S Veale,b,g,,,Dynasty,7,1m 48.49s,,,
451,Greyville (SAF),,2025/07/27,HKJC Champions Cup (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',HKJC Champions Cup,,Turf,,,,2yo+,1m1f,,,Good To Soft,,,,2,2,,,,1,½,,The Real Prince,SAF,13/10F,4,,,,,Dean Kannemeyer,Craig Zackey,b,g,,,Trippi,7,,,,
451,Greyville (SAF),,2025/07/27,HKJC Champions Cup (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',HKJC Champions Cup,,Turf,,,,2yo+,1m1f,,,Good To Soft,,,,3,3,,,,5,1¼,1¾,See It Again,SAF,8/1,5,,,,,Mike Roberts,K De Melo,ch,g,,,Visionaire,7,,,,
451,Greyville (SAF),,2025/07/27,HKJC Champions Cup (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',HKJC Champions Cup,,Turf,,,,2yo+,1m1f,,,Good To Soft,,,,4,4,,,,7,¾,2½,Fire Attack,SAF,6/1,3,,,,,Alec Laird,R Fourie,ch,c,,,Mambo In Seattle,7,,,,
451,Greyville (SAF),,2025/07/27,HKJC Champions Cup (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',HKJC Champions Cup,,Turf,,,,2yo+,1m1f,,,Good To Soft,,,,5,5,,,,4,½,3,Dave The King,SAF,9/4,5,,,,,Mike & Mathew De Kock,Callan Murray,b,g,,,Jet Master,7,,,,
451,Greyville (SAF),,2025/07/27,HKJC Champions Cup (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',HKJC Champions Cup,,Turf,,,,2yo+,1m1f,,,Good To Soft,,,,6,6,,,,3,3½,6½,Montien,SAF,33/1,5,,,,,Piet Botha,T Godden,b,g,,,Fort Wood,7,,,,
451,Greyville (SAF),,2025/07/27,HKJC Champions Cup (Grade 1) (2yo+) (Turf),Grade 1,'2yo+',HKJC Champions Cup,,Turf,,,,2yo+,1m1f,,,Good To Soft,,,,7,7,,,,6,hd,6¾,Son Of Raj,SAF,100/1,5,,,,,Tony Peter,Serino Moodley,ch,g,,,Black Minnaloushe,7,,,,
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,1,1,,,,4,,,Wor Faayth,IRE,2/1F,2,,,,,Brian Ellison,Christophe Soumillon,b,f,,,Dark Angel,9,1m 10.08s,,,"Always prominent, shaken up over 2f out, ran on, led 1 1/2f out, kicked clear inside final furlong, eased towards finish"
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,2,2,,,,6,2½,,Agiota,FR,9/1,2,,,,,M Delcher Sanchez,Eddy Hardouin,b,c,,,Invincible Spirit,9,,,,
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,3,3,,,,5,nk,2¾,Sternle,IRE,16/5,2,,,,,Mme Doris Schoenherr,Mickael Barzalona,gr,f,,,Toronado,9,,,,
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,4,4,,,,1,nk,3,Arlong Fal,GB,9/1,2,,,,,J Boisnard,Hugo Lebouc,b,c,,,Exceed And Excel,9,,,,
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,5,5,,,,2,shd,3¼,Gelinotte,IRE,17/1,2,,,,,Efrain Arguinzones,Freddy Martinez,b,f,,,Lawman,9,,,,
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,6,6,,,,7,nk,3½,Ulymine,FR,29/10,2,,,,,C & Y Lerner,Ronan Thomas,b,g,,,Big Bad Bob,9,,,,
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,7,7,,,,9,¾,4¼,Pas Dansant,FR,16/1,2,,,,,O Trigodet,Anthony Crastus,b,c,,,Adaay,9,,,,
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,8,8,,,,3,1¼,5½,The Best Glory,FR,25/1,2,,,,,Allan Estrabol,Alexandre Gavilan,b,f,,,Acclamation,9,,,,
391,La Teste De Buch (FR),,2025/07/27,Criterium du Bequet - Ventes Osarus (Listed Race) (2yo) (Turf),Listed Race,'2yo',Criterium du Bequet - Ventes Osarus,,Turf,,,,2yo,6f,,,Good,,,,9,9,,,,8,1,6½,Lady'Armor,FR,21/1,2,,,,,Jane Soubagne,Alejandro Gutierrez Val,ch,f,,,New Approach,9,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,1,1,,,,4,,,Kaadi,IRE,17/5,3,,,,,P Cottier,Mickael Barzalona,b,f,,,Fast Company,13,1m 35.88s,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,2,2,,,,10,4½,,Iron Bird,GB,32/5,3,,,,,C Ferland,Stephane Pasquier,b,f,,,Deep Impact,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,3,3,,,,3,½,5,Ecology,IRE,58/1,3,,,,,Alfonso Nunez,Jaime Gelabert Bautista,ch,f,,,Pastoral Pursuits,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,4,4,,,,1,snk,5¼,Pinky Cen,IRE,36/1,3,,,,,Mme Victoria Head,Clement Lecoeuvre,b,f,,,Raven's Pass,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,5,5,,,,7,1¾,7,Ilda Rosa,GB,58/10,3,,,,,H-A Pantall,Tony Piccone,ch,f,,,Fastnet Rock,13,,,,"Towards rear on outer, ridden 2f out, kept on same pace, never really dangerous"
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,6,6,,,,8,shd,7,Jokla,GB,11/5F,3,,,,,C Ferland,Maxime Guyon,b,f,,,Rock Of Gibraltar,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,7,7,,,,6,shd,7,Octans,SPA,21/1,3,,,,,G Arizkorreta Elosegui,Antoine Werle,b,f,,,Oasis Dream,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,8,8,,,,11,1¼,8¼,Epson Blue Cen,IRE,10/1,3,,,,,H-F Devin,Augustin Madamet,b,f,,,Sixties Icon,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,9,9,,,,13,snk,8½,Feve,FR,50/1,3,,,,,P Sogorb,Aurelien Lemaitre,b,f,,,Pivotal,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,10,10,,,,12,1,9½,Romance Certaine,FR,21/1,3,,,,,J-C Rouget,Jean-Bernard Eyquem,b,f,,,Siyouni,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,11,11,,,,2,nse,9½,Stupor Mundi,FR,27/1,3,,,,,J Reynier,Cristian Demuro,b,f,,,Montjeu,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,12,12,,,,9,2,11½,Blue Island,IRE,16/1,3,,,,,C & Y Lerner,Ronan Thomas,b,f,,,Galileo,13,,,,
391,La Teste De Buch (FR),,2025/07/27,Prix la Sorellina (Listed Race) (3yo Fillies) (Turf),Listed Race,'3yo Fillies',Prix la Sorellina,Fillies,Turf,,,,3yo,1m,,,Good,,,,13,13,,,,5,3,14½,Closefield Belle,IRE,27/1,3,,,,,J Reynier,Antonio Orani,ch,f,,,Makfi,13,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,1,1,,,,7,,,Shehna,FR,32/1,5,,,,,S Kobayashi,Benjamin Marie,b,m,,,Dr Fong,12,1m 26.55s,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,2,2,,,,4,nk,,Riyabovka,FR,16/5F,4,,,,,N Caullery,Adrie de Vries,b,f,,,Dansili,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,3,3,,,,9,½,¾,Querencia,GER,208/10,3,,,,,Andreas Suborics,Martin Seidl,b,f,,,Duke Of Marmalade,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,4,4,,,,10,1½,2¼,Turf Sumy,GER,38/1,3,,,,,Marcel Weiss,Sean Byrne,ch,f,,,Call Me Big,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,5,5,,,,8,1½,3¾,Santara,GB,117/10,3,,,,,P Schiergen,Andrasch Starke,b,f,,,Dansili,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,6,6,,,,12,½,4¼,Quebec,GER,54/10,3,,,,,Andreas Suborics,Hugo Boutin,b,f,,,Soldier Hollow,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,7,7,,,,13,2,6¼,Pershing,GER,48/10,3,,,,,Gerald Geisler,Bertrand Flandrin,b,f,,,Helmet,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,8,8,,,,2,shd,6½,Honeyflower,GB,15/2,3,,,,,H-A Pantall,Alexis Pouchin,b,f,,,Pivotal,12,,,,"Mid-division on inner, ridden 2f out, no impression on leaders, kept on same pace final furlong"
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,9,9,,,,14,½,7,Perfect Pic,GER,248/10,5,,,,,Aleksej Luft,Patrick Gibson,b,m,,,Mamool,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,10,10,,,,6,nse,7,Dyptique,IRE,56/10,4,,,,,C Ferland,Enzo Corallo,b,f,,,Invincible Spirit,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,11,11,,,,5,nse,7,Star Galaxy,IRE,135/10,5,,,,,Tim Donworth,Thore Hammer Hansen,b,m,,,Exceed And Excel,12,,,,
254,Munich (GER),,2025/07/27,Konrad Werner Wille Memorial (Listed Race) (3yo+ Fillies & Mares) (Turf),Listed Race,'3yo+ Fillies & Mares',Konrad Werner Wille Memorial,Fillies & Mares,Turf,,,,3yo+,7f,,,Soft,,,,12,12,,,,11,3½,10½,Nightdance Wood,GER,162/10,3,,,,,A Wohler,Michael Cadeddu,b,f,,,Scalo,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,1,1,,,,11,,,Icatu,GER,99/10,6,,,,,Janina Boysen,Miguel Lopez,b,g,,,Shirocco,12,1m 29.72s,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,2,2,,,,10,1,,Savoya,GER,59/10,4,,,,,A Wohler,Frau Nina Baltromei,b,f,,,Call Me Big,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,3,3,,,,6,1½,2½,Vamos A Marte,IRE,7/2F,4,,,,,Henk Grewe,Benjamin Marie,b,f,,,Invincible Spirit,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,4,4,,,,14,nk,2¾,Son Gual,GER,71/10,5,,,,,Gerald Geisler,Bertrand Flandrin,b,g,,,Soldier Hollow,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,5,5,,,,4,1,3¾,Mademoiselle Lilly,FR,269/10,4,,,,,M Figge,Michael Cadeddu,b,f,,,Reliable Man,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,6,6,,,,7,½,4¼,Storm Kodi,GB,224/10,6,,,,,Jiri Broz,Martin Seidl,b,m,,,Soldier Of Fortune,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,7,7,,,,12,1,5¼,Royal Ice,GER,84/10,3,,,,,J D Hillis,Adrie de Vries,b,c,,,Sholokhov,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,8,8,,,,8,2,7¼,Noelle,FR,189/10,7,,,,,Jiri Broz,David Liska,b,m,,,American Post,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,9,9,,,,2,10,17¼,Piu Bella,GER,56/10,3,,,,,Andreas Suborics,Hugo Boutin,b,f,,,Camacho,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,10,10,,,,9,3,20¼,Lucia Aratori,IRE,169/10,5,,,,,Jean-Pierre Carvalho,Eduardo Pedroza,br,m,,,Holy Roman Emperor,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,11,11,,,,13,2½,22¾,Djariya,FR,166/10,6,,,,,J D Hillis,Sean Byrne,ch,m,,,Elusive Quality,12,,,,
254,Munich (GER),,2025/07/27,Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap (Handicap) (3yo+) (Turf),,"'Handicap','3yo+'",Dallmayr Selektion des Jahres Rennen - HKJC World Pool Handicap,,Turf,,,,3yo+,7f,,,Soft,,,,12,12,,,,1,16,38¾,Golden Passport,GB,7/1,5,,,,,Fabian Xaver Weissmeier,Thore Hammer Hansen,b,g,,,Fastnet Rock,12,,,,
